"","nct_id","Disease","Phase","Industry","Duration.Treatment","Duration.Trial","N_total","Tier2_fraction","Tier3_fraction","GDP_weighted","Female_fraction","Age_mean","AA_fraction","Asian_fraction","Native_fraction","AE_AST_ALT","AE_COPD","AE_GORD","AE_LRTI","AE_URTI","AE_UTI","AE_abdominal_pain","AE_alopecia","AE_anaemia","AE_anorexia","AE_asthma","AE_back_pain","AE_bleeding","AE_chest_pain","AE_chills","AE_constipation","AE_cough","AE_dehydration","AE_diarrhoea","AE_dizziness","AE_drowsiness","AE_dyspepsia","AE_dyspnoea","AE_embolism","AE_fatigue","AE_fibrillation","AE_gastroenteritis","AE_haemoptysis","AE_headache","AE_heart_attack","AE_heart_failure","AE_hyperglycaemia","AE_hypertension","AE_hypokalaemia","AE_hyponatraemia","AE_hypotension","AE_hypoxia","AE_injection_site","AE_insomnia","AE_joint_pain","AE_limb_pain","AE_mood","AE_muscle_pain","AE_nasal","AE_nasopharyngitis","AE_nausea","AE_neutropenia","AE_pain","AE_pharynx_pain","AE_pleural_effusion","AE_pneumothorax","AE_pyrexia","AE_renal_failure","AE_respiratory_failure","AE_sepsis","AE_skin","AE_stroke","AE_swelling","AE_syncope","AE_taste","AE_thrombocytopenia","AE_thrombosis","AE_total_mortality","AE_total_other","AE_total_serious","dwp_all","dwp_wo_ae","dwp_sub"
"1910","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.029585798816568,0.0414201183431953,0,0,0,0,0,0,0,0,0.00591715976331361,0.0532544378698225,0,0.0355029585798817,0,0.0769230769230769,0,0,0,0,0,0.153846153846154,0.00591715976331361,0,0,0.165680473372781,0,0,0,0,0,0.00591715976331361,0,0,0.301775147928994,0,0.0946745562130177,0.0355029585798817,0,0.153846153846154,0,0.0532544378698225,0.0710059171597633,0,0,0.0236686390532544,0,0,0,0,0,0.00591715976331361,0,0,0,0.00591715976331361,0,0,0,0,0.615384615384615,0.0710059171597633,0.0385802469135802,0.0385802469135802,0
"1911","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.029585798816568,0.0473372781065089,0,0,0,0,0,0,0,0.00591715976331361,0,0.0473372781065089,0,0.0650887573964497,0,0.0946745562130177,0,0,0,0,0,0.165680473372781,0,0,0,0.14792899408284,0,0,0,0,0,0,0,0,0.29585798816568,0,0.124260355029586,0.00591715976331361,0,0.159763313609467,0,0.0414201183431953,0.0650887573964497,0,0,0.029585798816568,0,0,0,0.00591715976331361,0,0,0,0,0,0.00591715976331361,0,0,0,0,0.57396449704142,0.0828402366863905,0.0771604938271605,0.0385802469135802,0
"1912","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0119760479041916,0.0658682634730539,0,0,0,0.00598802395209581,0,0,0,0.00598802395209581,0.00598802395209581,0.0359281437125748,0,0.0538922155688623,0,0.0538922155688623,0,0,0,0,0,0.101796407185629,0,0,0,0.143712574850299,0.00598802395209581,0,0.00598802395209581,0,0,0,0,0,0.281437125748503,0,0.0838323353293413,0.0359281437125748,0,0.11377245508982,0,0.0419161676646707,0.0538922155688623,0,0,0.029940119760479,0,0,0,0,0.00598802395209581,0.00598802395209581,0,0,0,0,0,0,0,0,0.592814371257485,0.0598802395209581,0.0771604938271605,0.0771604938271605,0.0385802469135802
"1913","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0177514792899408,0.0828402366863905,0,0,0,0,0,0,0,0,0,0.0473372781065089,0,0.0414201183431953,0,0.0946745562130177,0,0,0,0,0,0.136094674556213,0,0.00591715976331361,0,0.177514792899408,0,0,0,0,0,0,0,0,0.355029585798817,0,0.136094674556213,0.029585798816568,0,0.159763313609467,0,0.0591715976331361,0.0414201183431953,0,0,0.0414201183431953,0,0,0.00591715976331361,0,0,0,0.00591715976331361,0,0,0.00591715976331361,0,0,0,0,0.698224852071006,0.0650887573964497,0.0771604938271605,0.0771604938271605,0.0771604938271605
"1914","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0172413793103448,0.0747126436781609,0,0,0,0,0,0,0,0,0,0.0862068965517241,0,0.0344827586206897,0,0.0689655172413793,0,0,0,0,0,0.206896551724138,0,0,0,0.28735632183908,0,0,0,0,0,0,0,0,0.64367816091954,0,0.109195402298851,0.00574712643678161,0.00574712643678161,0.270114942528736,0,0.0344827586206897,0.155172413793103,0,0,0.0344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747126436781609,0.028735632183908,0.0771604938271605,0.0771604938271605,0.0771604938271605
"1915","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0297619047619048,0.0357142857142857,0,0,0,0,0,0,0,0,0,0.0654761904761905,0,0.0595238095238095,0,0.0892857142857143,0,0,0,0,0,0.18452380952381,0,0,0,0.255952380952381,0,0,0,0,0,0,0,0,0.476190476190476,0,0.0773809523809524,0,0,0.178571428571429,0,0.0773809523809524,0.101190476190476,0,0,0.0476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654761904761905,0.0416666666666667,0.115740740740741,0.115740740740741,0.115740740740741
"1916","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0595238095238095,0.0833333333333333,0.00595238095238095,0,0,0,0,0,0,0,0,0.0773809523809524,0,0.0476190476190476,0,0.107142857142857,0,0,0,0,0,0.196428571428571,0,0,0,0.291666666666667,0,0,0,0,0,0,0,0,0.404761904761905,0,0.101190476190476,0.00595238095238095,0.00595238095238095,0.202380952380952,0,0.0476190476190476,0.107142857142857,0,0,0.0595238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857142857143,0.0297619047619048,0.115740740740741,0.115740740740741,0.115740740740741
"1917","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0235294117647059,0.0411764705882353,0,0,0,0,0,0,0,0,0.00588235294117647,0.0470588235294118,0,0.0352941176470588,0,0.0647058823529412,0,0,0,0,0,0.211764705882353,0,0,0,0.194117647058824,0,0,0,0,0.00588235294117647,0,0,0,0.247058823529412,0,0.170588235294118,0.0705882352941176,0.00588235294117647,0.205882352941176,0,0.0470588235294118,0.0352941176470588,0,0,0.0235294117647059,0,0,0,0.00588235294117647,0,0,0,0,0,0.00588235294117647,0,0,0,0,0.6,0.0529411764705882,0.154320987654321,0.115740740740741,0.0771604938271605
"1918","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.029585798816568,0.0532544378698225,0,0,0,0,0,0,0,0,0.00591715976331361,0.0887573964497041,0,0.0414201183431953,0.00591715976331361,0.106508875739645,0,0,0,0,0,0.218934911242604,0,0,0,0.325443786982249,0.00591715976331361,0,0,0.00591715976331361,0,0,0,0,0.603550295857988,0,0.0946745562130177,0.00591715976331361,0,0.230769230769231,0,0.0414201183431953,0.106508875739645,0,0,0.0473372781065089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72189349112426,0.0355029585798817,0.154320987654321,0.154320987654321,0.115740740740741
"1919","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0176470588235294,0.0235294117647059,0,0,0,0,0,0,0,0,0,0.0882352941176471,0,0.0705882352941176,0,0.1,0,0,0,0,0,0.194117647058824,0,0,0,0.329411764705882,0.00588235294117647,0,0,0,0,0,0,0,0.570588235294118,0,0.117647058823529,0.0235294117647059,0,0.235294117647059,0,0.0529411764705882,0.117647058823529,0,0,0.0647058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294117647059,0.0294117647058824,0.154320987654321,0.154320987654321,0.154320987654321
"1920","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0411764705882353,0.0470588235294118,0,0,0,0,0,0,0,0,0,0.0764705882352941,0,0.0411764705882353,0,0.123529411764706,0,0,0,0,0,0.182352941176471,0,0,0,0.352941176470588,0,0,0,0,0,0,0,0,0.423529411764706,0,0.129411764705882,0.0176470588235294,0,0.188235294117647,0,0.0941176470588235,0.0941176470588235,0,0,0.0470588235294118,0,0,0,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0.664705882352941,0.0352941176470588,0.192901234567901,0.154320987654321,0.115740740740741
"1921","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0233918128654971,0.0526315789473684,0,0,0,0,0,0,0,0.00584795321637427,0,0.087719298245614,0,0.0409356725146199,0,0.140350877192982,0,0,0,0,0,0.204678362573099,0,0,0,0.298245614035088,0,0,0,0,0,0,0,0,0.526315789473684,0,0.128654970760234,0.0116959064327485,0,0.187134502923977,0,0.111111111111111,0.146198830409357,0,0,0.0467836257309941,0,0,0,0,0,0,0.00584795321637427,0,0,0,0,0,0,0,0.707602339181287,0.0292397660818713,0.192901234567901,0.192901234567901,0.154320987654321
"1922","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0363636363636364,0.0666666666666667,0,0,0,0,0,0,0,0,0,0.0727272727272727,0,0.0303030303030303,0,0.0787878787878788,0,0,0,0,0.00606060606060606,0.187878787878788,0,0,0,0.254545454545455,0.00606060606060606,0,0,0,0,0,0,0,0.660606060606061,0,0.133333333333333,0.0181818181818182,0,0.260606060606061,0,0.0666666666666667,0.0909090909090909,0,0,0.0424242424242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775757575757576,0.0303030303030303,0.192901234567901,0.192901234567901,0.192901234567901
"1923","NCT00973349","Inf.Disease","Phase 3","Sponsor",1.294625,2.46575342465753,2592,0,0.0476190476190476,57589.5238095238,0.583719135802469,39.6,11.7142857142857,3.42857142857143,12.9047619047619,0,0,0,0.0240963855421687,0.0542168674698795,0.00602409638554217,0,0,0,0,0,0,0.00602409638554217,0,0.072289156626506,0,0.0180722891566265,0,0.102409638554217,0,0,0,0,0.00602409638554217,0.144578313253012,0.00602409638554217,0,0,0.174698795180723,0,0,0,0,0,0.00602409638554217,0,0,0.13855421686747,0,0.108433734939759,0.0240963855421687,0.00602409638554217,0.144578313253012,0,0.0542168674698795,0.0602409638554217,0,0,0.0180722891566265,0,0,0,0,0,0,0,0,0.00602409638554217,0.00602409638554217,0,0,0,0,0.530120481927711,0.0963855421686747,0.231481481481481,0.231481481481481,0.115740740740741
"1925","NCT00974571","Rhinitis","Phase 3","Sponsor",1,5.95068493150685,1365,0,0,59495,0.68189233278956,35.3,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163132137030995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0587275693311582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106035889070147,0.00489396411092985,12.0717781402936,7.66721044045677,3.09951060358891
"1926","NCT00974571","Rhinitis","Phase 3","Sponsor",1,5.95068493150685,1365,0,0,59495,0.69672131147541,36.3,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0655737704918033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131147540983607,0,11.4754098360656,8.19672131147541,4.91803278688525
"1927","NCT00974571","Rhinitis","Phase 3","Sponsor",1,5.95068493150685,1365,0,0,59495,0.665079365079365,35.3,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0746031746031746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134920634920635,0.00317460317460317,10.3174603174603,5.3968253968254,2.6984126984127
"1928","NCT00975195","COPD","Phase 4","Sponsor",12,52.9643835616438,2485,0.27027027027027,0.18018018018018,34155.1801801802,0.165861513687601,64,7.61621621621622,7.05135135135135,4.27702702702703,0,0.332528180354267,0,0.0305958132045089,0.00241545893719807,0.000805152979066023,0,0,0.000805152979066023,0,0,0.000805152979066023,0,0.00241545893719807,0,0.00161030595813205,0,0,0,0.000805152979066023,0,0.000805152979066023,0.00161030595813205,0.00241545893719807,0,0.00402576489533011,0,0,0,0.00161030595813205,0.00241545893719807,0,0.00241545893719807,0,0,0,0.00241545893719807,0,0,0,0.00161030595813205,0,0,0,0.0644122383252818,0,0,0,0,0.000805152979066023,0.00161030595813205,0,0.000805152979066023,0.00805152979066022,0.00161030595813205,0,0.000805152979066023,0,0.00161030595813205,0,0,0.000805152979066023,0,0.368760064412238,0.241545893719807,18.2769726247987,10.1449275362319,5.63607085346216
"1929","NCT00975195","COPD","Phase 4","Sponsor",12,52.9643835616438,2485,0.27027027027027,0.18018018018018,34155.1801801802,0.185036202735318,63.6,7.61621621621622,7.05135135135135,4.27702702702703,0,0.329847144006436,0,0.0273531777956557,0.00241351568785197,0.00160901045856798,0.00080450522928399,0,0.00080450522928399,0.00080450522928399,0.00080450522928399,0.00080450522928399,0.00080450522928399,0.00321802091713596,0,0.00080450522928399,0,0,0,0.00080450522928399,0,0,0.00241351568785197,0.00080450522928399,0,0.00724054706355591,0.00160901045856798,0,0,0.00402252614641995,0.00160901045856798,0,0.00080450522928399,0,0,0.00080450522928399,0.00080450522928399,0,0,0.00080450522928399,0,0.00080450522928399,0,0.00080450522928399,0.0748189863234111,0,0.00080450522928399,0,0,0.00080450522928399,0.00080450522928399,0,0.00321802091713596,0.00724054706355591,0.00080450522928399,0,0.00241351568785197,0.00080450522928399,0,0,0,0.00080450522928399,0,0.373290426387772,0.234915526950925,17.8600160901046,9.17135961383749,4.66613032984714
"1930","NCT00975780","Inf.Disease","Phase 3","Not",30,36.8219178082192,834,0,0,59495,0.758064516129032,86.5,12.3,3.6,9,0,0,0,0,0,0.359447004608295,0,0,0.00460829493087558,0,0,0.0829493087557604,0,0.00460829493087558,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0.076036866359447,0,0,0.00230414746543779,0,0,0,0,0,0,0,0.175115207373272,0.0529953917050691,0,0,0,0,0,0,0,0,0,0,0.0783410138248848,0.0138248847926267,0,0,0,0,0,0.329493087557604,0,0,0,0,0.900921658986175,0.470046082949309,5.29953917050691,5.29953917050691,0
"1933","NCT00976456","Cancer","Phase 3","Collabor",6.8,34.7835616438356,253,0,0,50206,0.358208955223881,72,0,0,0,0,0,0,0,0,0,0,0,0.723880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522388059701493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723880597014925,0.0522388059701493,17.1641791044776,0.746268656716418,0.746268656716418
"1934","NCT00976456","Cancer","Phase 3","Collabor",6.8,34.7835616438356,253,0,0,50206,0.378151260504202,71,0,0,0,0,0,0,0,0,0,0,0,0.512605042016807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672268907563025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512605042016807,0.0672268907563025,16.8067226890756,2.52100840336134,2.52100840336134
"1935","NCT00976820","Inf.Disease","Phase 2","Sponsor",1.5,6.14794520547945,322,0,0,54574.9333333333,0.476190476190476,4.53333333333333,3.17460317460317,28.5714285714286,3.17460317460317,0,0,0,0,0.0317460317460317,0,0,0,0,0.174603174603175,0,0,0,0,0.0317460317460317,0,0.0952380952380952,0,0,0,0.222222222222222,0,0,0,0.126984126984127,0,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0.0317460317460317,0,0.26984126984127,0.0476190476190476,0,0.0952380952380952,0.0952380952380952,0,0.476190476190476,0,0,0,0.158730158730159,0,0,0,0.0317460317460317,0,0.0158730158730159,0,0,0,0,0,0.873015873015873,0,11.1111111111111,11.1111111111111,11.1111111111111
"1936","NCT00976820","Inf.Disease","Phase 2","Sponsor",1.5,6.14794520547945,322,0,0,54574.9333333333,0.515625,4.19166666666667,1.5625,28.125,1.5625,0,0,0,0,0.0625,0,0,0,0,0.1875,0,0,0,0,0.03125,0,0.09375,0,0,0,0.203125,0,0,0,0.0625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.328125,0.046875,0,0.0625,0.03125,0,0.53125,0,0,0,0.171875,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0.84375,0,6.25,6.25,6.25
"1937","NCT00976820","Inf.Disease","Phase 2","Sponsor",1.5,6.14794520547945,322,0,0,54574.9333333333,0.453125,3.95,7.8125,16.40625,4.6875,0,0,0,0,0.09375,0,0,0,0,0.3515625,0,0,0,0,0.0390625,0,0.15625,0,0,0,0.328125,0,0,0,0.0859375,0,0,0,0.1171875,0,0,0,0,0,0,0,0,0,0,0.0859375,0,0.390625,0.0859375,0,0.078125,0.046875,0,0.7109375,0,0,0,0.3203125,0,0,0,0.1015625,0,0.1171875,0,0,0,0,0,0.9765625,0.015625,15.625,15.625,15.625
"1938","NCT00976820","Inf.Disease","Phase 2","Sponsor",1.5,6.14794520547945,322,0,0,54574.9333333333,0.402985074626866,4.46666666666667,1.49253731343284,28.3582089552239,1.49253731343284,0,0,0,0,0.0746268656716418,0,0,0,0,0.402985074626866,0,0,0,0,0.0597014925373134,0,0.0447761194029851,0,0,0,0.253731343283582,0,0,0,0.0895522388059701,0,0,0,0.164179104477612,0,0,0,0,0,0,0,0,0,0,0.0298507462686567,0,0.417910447761194,0.119402985074627,0,0.0597014925373134,0.0597014925373134,0,0.761194029850746,0,0,0,0.477611940298507,0,0,0,0.208955223880597,0,0.104477611940299,0,0,0,0,0,0.91044776119403,0.0298507462686567,11.9402985074627,11.9402985074627,11.9402985074627
"1939","NCT00978029","Rhinitis","Phase 2","Sponsor",1,3.71506849315068,196,0,0,59495,0.615384615384615,56.2,12.3,3.6,9,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307692307692308,0,0,0,0,0,0,0,0,0,0,0,0.169230769230769,0,0,0,0,0,0,0,0.353846153846154,0.0153846153846154,9.23076923076923,1.53846153846154,1.53846153846154
"1940","NCT00978029","Rhinitis","Phase 2","Sponsor",1,3.71506849315068,196,0,0,59495,0.651515151515151,56.4,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0.348484848484849,0,4.54545454545455,1.51515151515152,0
"1941","NCT00978029","Rhinitis","Phase 2","Sponsor",1,3.71506849315068,196,0,0,59495,0.584615384615385,56.4,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0.0615384615384615,0,0,0,0,0,0,0,0.169230769230769,0,1.53846153846154,0,0
"1942","NCT00978120","Asthma","Phase 2","Not",6.75,7.66027397260274,390,0,0,59495,0.523255813953488,46.5,12.3,3.6,9,0,0,0,0,0.0930232558139535,0,0,0,0,0,0.104651162790698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290697674418605,0.0697674418604651,1.16279069767442,1.16279069767442,1.16279069767442
"1943","NCT00978120","Asthma","Phase 2","Not",6.75,7.66027397260274,390,0,0,59495,0.597701149425287,45.2,12.3,3.6,9,0,0,0,0,0.126436781609195,0,0,0,0,0,0.114942528735632,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28735632183908,0.137931034482759,3.44827586206897,3.44827586206897,3.44827586206897
"1944","NCT00978120","Asthma","Phase 2","Not",6.75,7.66027397260274,390,0,0,59495,0.579439252336449,36.3,12.3,3.6,9,0,0,0,0.00934579439252336,0.0841121495327103,0,0,0,0,0,0.0280373831775701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934579439252336,0,0,0,0,0,0,0,0.0373831775700935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14018691588785,0.0373831775700935,0,0,0
"1945","NCT00978120","Asthma","Phase 2","Not",6.75,7.66027397260274,390,0,0,59495,0.654545454545455,17.1,12.3,3.6,9,0,0,0,0.00909090909090909,0.109090909090909,0,0,0,0,0,0.0727272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263636363636364,0.0363636363636364,1.81818181818182,1.81818181818182,1.81818181818182
"1946","NCT00979407","Inf.Disease","Phase 3","Sponsor",0.69,0.920547945205479,334,0,0,46402.5714285714,0.461077844311377,39.7,3.59281437125748,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0.00598802395209581,0,0,0.281437125748503,0,0,0,0,0,0,0,0,0.00598802395209581,0.473053892215569,0,0,0,0.479041916167665,0,0,0,0,0,0,0,0,0,0,0.395209580838323,0,0,0.622754491017964,0.0239520958083832,0.0538922155688623,0,0,0.904191616766467,0,0,0,0.0598802395209581,0,0,0,0.167664670658683,0,0.215568862275449,0,0,0,0,0,0.952095808383233,0.0658682634730539,4.19161676646707,4.19161676646707,4.19161676646707
"1947","NCT00979407","Inf.Disease","Phase 3","Sponsor",0.69,0.920547945205479,334,0,0,46402.5714285714,0.520958083832335,40.1,1.19760479041916,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0.341317365269461,0,0,0,0,0,0,0,0,0,0.550898203592814,0,0,0,0.497005988023952,0,0,0,0,0,0,0,0,0,0,0.317365269461078,0,0,0.508982035928144,0.0538922155688623,0.0778443113772455,0,0,0.916167664670659,0,0,0,0.0718562874251497,0,0,0,0.209580838323353,0,0.215568862275449,0,0,0,0,0,0.940119760479042,0.0538922155688623,3.59281437125748,3.59281437125748,3.59281437125748
"1948","NCT00979602","Inf.Disease","Phase 3","Sponsor",12.75,14.7616438356164,4048,0,0,55610.7368421053,0.585763717251606,45.4,6.77212061295106,3.01532377656945,0.642609985170539,0,0.000494315373208107,0,0.00296589223924864,0.000494315373208107,0.000988630746416213,0.000494315373208107,0,0,0,0,0,0.000494315373208107,0.00197726149283243,0.0573405832921404,0,0.0543746910528917,0,0,0.000494315373208107,0,0,0.000494315373208107,0,0.21156697973307,0.00197726149283243,0.000988630746416213,0,0.252100840336134,0.000988630746416213,0.000494315373208107,0,0.000494315373208107,0.000494315373208107,0,0,0,0,0,0.0815620365793376,0,0.000494315373208107,0.161146811665843,0,0,0.000494315373208107,0,0.251112209589718,0.0622837370242214,0,0.000494315373208107,0.000494315373208107,0.000988630746416213,0,0.000494315373208107,0.00889767671774592,0.000494315373208107,0.0069204152249135,0.000494315373208107,0,0,0.000494315373208107,0.000494315373208107,0.525457241720217,0.0360850222441918,6.57439446366782,6.42609985170539,6.27780523974296
"1949","NCT00979602","Inf.Disease","Phase 3","Sponsor",12.75,14.7616438356164,4048,0,0,55610.7368421053,0.585185185185185,45.5,6.76543209876543,2.96296296296296,0.740740740740741,0,0.000987654320987654,0,0.000493827160493827,0,0.000493827160493827,0.000493827160493827,0,0,0,0,0,0,0.000987654320987654,0.0893827160493827,0,0.0385185185185185,0,0,0.000493827160493827,0,0,0,0.00148148148148148,0.278518518518518,0.000987654320987654,0,0.000493827160493827,0.270123456790123,0.000987654320987654,0,0.000493827160493827,0.000493827160493827,0.000493827160493827,0.000493827160493827,0,0,0,0,0.147654320987654,0,0,0.344691358024691,0,0,0.000493827160493827,0,0.755555555555556,0.0602469135802469,0,0,0,0.000493827160493827,0,0,0.0562962962962963,0.000987654320987654,0.0814814814814815,0.000493827160493827,0,0,0.000493827160493827,0.00296296296296296,0.82962962962963,0.0414814814814815,7.16049382716049,6.91358024691358,6.61728395061728
"1954","NCT00980005","Inf.Disease","Phase 3","Sponsor",2,8.12054794520548,2116,0,0,59495,0.467483506126296,7.8,12.3,3.6,9,0,0,0,0.000942507068803016,0,0,0,0,0,0.168458781362007,0.000942507068803016,0,0,0.000942507068803016,0.0535475234270415,0,0.108388312912347,0,0,0,0.225806451612903,0,0,0,0.183400267737617,0,0.000942507068803016,0,0.175368139223561,0,0,0,0,0,0,0,0.000942507068803016,0,0,0.107095046854083,0,0.311827956989247,0.253012048192771,0,0,0,0,0.569200779727095,0,0,0,0.056550424128181,0,0,0,0.0516569200779727,0,0.057504873294347,0,0,0,0,0,0.669180018850141,0.0056550424128181,5.937794533459,5.937794533459,5.6550424128181
"1955","NCT00980005","Inf.Disease","Phase 3","Sponsor",2,8.12054794520548,2116,0,0,59495,0.4739336492891,7.8,12.3,3.6,9,0,0,0,0.0018957345971564,0.000947867298578199,0,0,0,0,0.177474402730375,0,0,0,0.000947867298578199,0.06,0,0.122274881516588,0,0,0,0.208191126279863,0,0,0,0.184,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0.0933333333333333,0,0.293515358361775,0.266666666666667,0,0,0.000947867298578199,0,0.589645254074784,0,0,0,0.0587677725118483,0,0,0,0.0546500479386385,0,0.0488974113135187,0,0,0,0,0,0.703317535545024,0.00947867298578199,4.45497630331754,4.45497630331754,4.07582938388626
